Batch_Size,Time_In_SECONDS
219.0,2.8387814995818106
220.0,2.851611046784885
221.0,2.8644405939879594
222.0,2.8772701411910333
223.0,2.8900996883941077
224.0,2.9029292355971816
225.0,2.915758782800256
226.0,2.92858833000333
227.0,2.9414178772064044
228.0,2.9542474244094783
229.0,2.9670769716125527
230.0,2.979906518815627
231.0,2.992736066018701
232.0,3.0055656132217754
233.0,3.0183951604248493
234.0,3.0312247076279237
235.0,3.0440542548309977
236.0,3.056883802034072
237.0,3.069713349237146
238.0,3.0825428964402204
239.0,3.095372443643295
240.0,3.1082019908463687
241.0,3.121031538049443
242.0,3.133861085252517
243.0,3.1466906324555914
244.0,3.1595201796586654
245.0,3.1723497268617398
246.0,3.1851792740648137
247.0,3.198008821267888
248.0,3.2108383684709625
249.0,3.2236679156740364
